,en-R2Tg_delta-FADD_RNA-Seq-rep1.HTSeq.out,en-R2Tg_delta-FADD_RNA-Seq-rep2.HTSeq.out,en-R2Tg_NC_RNA-Seq-rep1.HTSeq.out,en-R2Tg_NC_RNA-Seq-rep2.HTSeq.out,en-R2Tg_RNA-Seq-rep1.HTSeq.out,en-R2Tg_RNA-Seq-rep2.HTSeq.out
OVOS2,81,107,131,94,68,90
OXA1L,1371,2027,1758,1537,1782,1442
OXCT1,558,822,847,771,606,578
OXCT1-AS1,20,49,47,42,38,46
OXCT2,10,12,10,15,27,26
OXCT2P1,0,0,2,2,0,1
OXER1,1,18,14,10,12,10
OXGR1,4,3,6,9,12,12
OXLD1,697,881,720,585,1050,837
OXNAD1,574,859,697,696,741,668
OXR1,355,512,488,433,363,486
OXR1-AS1,5,3,11,10,5,11
OXSM,142,188,225,192,195,172
OXSR1,1346,1778,1671,1582,1238,1395
OXT,1,8,6,5,2,0
OXTR,126,219,127,158,121,99
P2RX1,11,6,2,5,6,5
P2RX2,36,69,75,63,65,63
P2RX3,0,1,5,1,2,1
P2RX4,270,343,287,267,349,351
P2RX5,10,17,15,22,9,10
P2RX5-TAX1BP3,813,939,948,763,1138,966
P2RX6,3,5,2,3,17,12
P2RX6P,0,0,0,0,0,0
P2RX7,0,4,2,0,0,0
P2RY1,117,129,160,157,147,172
P2RY10,0,0,0,0,0,0
P2RY11,0,0,0,0,0,0
P2RY12,0,0,0,0,0,0
P2RY13,0,0,4,0,0,0
P2RY14,0,1,0,0,0,0
P2RY2,20,67,40,55,57,58
P2RY4,0,0,15,9,0,1
P2RY6,8,8,0,12,3,9
P2RY8,0,0,0,0,0,0
P2RY8_1,0,0,0,0,0,1
P3H1,845,1066,1280,1020,1099,950
P3H2,20,50,38,34,10,21
P3H2-AS1,0,0,0,0,0,1
P3H3,475,616,631,447,532,610
P3H4,603,921,1097,854,864,737
P3R3URF,0,0,0,0,0,0
P3R3URF-PIK3R3,0,0,0,0,0,0
P4HA1,1101,1537,1318,1361,999,998
P4HA2,300,496,483,408,354,301
P4HA2-AS1,51,49,43,29,32,25
P4HA3,8,8,7,5,4,2
P4HA3-AS1,0,3,2,3,2,1
P4HB,6626,8922,9588,8570,7842,6861
P4HTM,26,96,39,33,74,51
PA2G4,6792,9374,9504,8705,7782,7354
PA2G4P4,68,104,106,76,47,63
PAAF1,360,546,426,486,466,404
PABIR1,259,360,410,350,339,366
PABIR2,783,924,1075,922,1049,795
PABIR3,294,475,357,362,420,312
PABPC1,8543,12357,12328,11631,10883,9419
PABPC1L,672,1048,817,711,1050,754
PABPC1L2A,0,0,0,0,0,0
PABPC1L2B,0,0,0,0,0,0
PABPC1L2B-AS1,0,0,0,0,0,0
PABPC1P2,0,0,0,0,0,0
PABPC3,2,7,5,2,6,12
PABPC4,3733,5250,5185,5055,4759,4106
PABPC4-AS1,745,1122,1162,1074,1008,732
PABPC4L,219,306,224,259,239,247
PABPC5,0,0,0,0,0,0
PABPC5-AS1,0,0,0,0,0,0
PABPN1,391,573,571,494,614,550
PABPN1L,0,0,0,0,0,0
PACC1,294,347,389,392,380,297
PACERR,2,0,0,0,0,0
PACRG,9,20,13,8,14,13
PACRG-AS1,0,0,0,5,1,0
PACRG-AS2,0,0,0,0,0,0
PACRG-AS3,0,0,0,0,0,0
PACRGL,178,281,179,234,218,200
PACS1,372,634,694,653,546,506
PACS2,603,930,1072,887,931,742
PACSIN1,13,4,20,4,25,16
PACSIN2,1203,1661,1694,1617,1697,1425
PACSIN3,267,394,429,378,391,328
PADI1,1,4,3,4,3,11
PADI2,16,27,35,17,39,19
PADI3,2,9,1,2,22,0
PADI4,0,0,0,0,0,0
PADI6,0,3,1,0,0,1
PAEP,0,0,1,0,0,0
PAF1,2960,4134,3567,3220,4241,3617
PAFAH1B1,3454,4291,3829,3892,3753,3264
PAFAH1B1_1,2,0,4,2,0,0
PAFAH1B2,1275,1685,1452,1480,1501,1318
PAFAH1B2P2,0,0,1,0,0,0
PAFAH1B3,431,650,641,486,691,487
PAFAH2,231,329,243,282,300,251
PAG1,232,303,311,258,229,221
PAGE1,0,0,0,0,0,0
PAGE2,2,2,3,1,1,2
PAGE2B,3,9,8,10,2,8
PAGE3,0,0,0,0,0,0
PAGE4,0,0,0,0,0,0
PAGE5,0,0,0,0,0,0
PAGR1,1623,2153,2212,1908,1971,1911
PAH,0,0,1,1,0,0
PAICS,5266,7337,7595,6965,5568,5921
PAIP1,744,1093,973,1057,825,855
PAIP2,1663,2137,1672,1698,1789,1720
PAIP2B,282,385,301,297,301,281
PAK1,1003,1472,1480,1291,1217,1030
PAK1IP1,543,738,628,694,611,618
PAK2,579,831,821,752,701,619
PAK3,71,61,62,48,36,50
PAK4,903,1324,1397,1244,1213,1048
PAK5,4,8,6,0,12,8
PAK6,0,8,6,1,4,2
PAK6-AS1,2,0,0,0,0,0
PALB2,457,655,553,552,459,576
PALD1,360,487,587,470,576,425
PALLD,1517,2282,2092,1973,1446,1451
PALLD-AS1,0,0,0,0,0,0
PALM,278,340,440,299,296,270
PALM2AKAP2,269,393,493,429,331,284
PALM3,51,53,94,82,75,76
PALMD,2,5,1,0,4,0
PALS1,522,729,796,910,586,601
PALS2,343,540,571,524,437,492
PAM,582,852,853,724,564,654
PAM16,4,7,5,3,3,3
PAMR1,17,29,44,25,25,28
PAN2,1117,1695,1448,1337,1519,1383
PAN3,580,679,636,746,610,563
PAN3-AS1,46,101,75,82,64,80
PANCR,0,0,0,1,0,0
PANDAR,6,37,19,8,24,13
PANK1,480,637,463,564,522,413
PANK1-AS1,9,12,14,4,6,17
PANK2,1391,1988,1675,1623,1644,1742
PANK2-AS1,7,38,20,29,34,38
PANK3,1682,2472,2091,2061,1834,1671
PANK4,671,999,872,831,939,831
PANO1,50,88,65,52,81,69
PANTR1,36,33,46,24,14,10
PANX1,102,217,191,130,147,158
PANX2,92,111,171,146,131,111
PANX3,1,1,0,1,0,0
PAOX,71,78,136,83,119,94
PAPLN,6,21,21,18,12,30
PAPLN-AS1,0,1,0,0,3,0
PAPOLA,3300,4395,3834,3901,3508,3498
PAPOLA-DT,26,58,30,31,47,75
PAPOLB,0,1,0,0,1,0
PAPOLG,333,515,389,481,315,407
PAPPA,0,1,0,1,9,1
PAPPA-AS1,0,0,0,0,0,0
PAPPA-AS2,1,2,1,0,1,1
PAPPA2,4,6,10,18,7,0
PAPSS1,376,498,703,484,423,519
PAPSS2,304,356,489,473,340,306
PAQR3,638,881,730,757,689,588
PAQR4,1218,1649,1564,1352,1844,1372
PAQR5,116,123,102,131,110,108
PAQR5-DT,17,13,27,20,18,45
PAQR6,127,202,207,236,259,217
PAQR7,108,177,155,132,121,102
PAQR8,133,167,149,160,117,158
PAQR9,16,22,26,23,33,24
PAQR9-AS1,3,6,5,7,5,12
PARAL1,0,0,0,0,0,0
PARD3,697,943,1147,1160,698,625
PARD3-DT,4,2,0,8,3,2
PARD3B,131,189,361,355,178,174
PARD6A,13,58,51,38,43,42
PARD6B,109,142,132,127,164,136
PARD6G,295,380,323,317,314,292
PARD6G-AS1,16,37,18,15,14,16
PARG,715,997,998,1008,690,742
PARGP1,30,57,53,49,47,58
PARGP1-AGAP4,0,0,0,0,0,0
PARK7,3017,3746,3506,3232,3143,3362
PARL,755,1092,724,770,803,791
PARM1,177,269,244,267,197,196
PARM1-AS1,0,0,0,0,0,0
PARN,729,1128,1025,931,934,918
PARP1,12395,17593,22546,19641,15734,14937
PARP10,47,87,49,73,41,66
PARP11,161,199,168,194,199,177
PARP11-AS1,2,11,0,1,0,8
PARP12,13,18,28,16,2,10
PARP14,2,1,4,1,1,0
PARP15,1,0,1,1,1,1
PARP16,400,463,410,363,363,290
PARP2,1246,1837,1670,1382,1296,1546
PARP3,283,335,350,262,313,243
PARP4,378,621,707,668,397,417
PARP6,2151,2828,2376,2250,2550,2279
PARP8,318,421,328,318,264,271
PARP9,77,96,92,96,78,77
PARPBP,436,630,509,469,467,497
PARS2,271,465,319,327,431,350
PART1,0,0,0,0,0,0
PARTICL,37,62,53,45,51,41
PARVA,329,486,504,497,339,398
PARVB,471,674,732,650,600,542
PARVG,0,2,1,0,1,1
PASD1,9,12,11,7,4,5
PASK,733,1071,1163,877,960,868
PATE1,0,1,0,2,3,1
PATE2,0,0,4,0,0,0
PATE3,0,0,0,0,0,0
PATE4,0,0,0,0,0,0
PATJ,282,480,507,384,266,292
PATL1,1771,2268,2144,1866,2011,1872
PATL2,7,5,4,5,7,4
PATZ1,798,1163,1203,1124,1307,1083
PAUPAR,1,7,6,2,10,5
PAWR,809,1075,929,959,991,798
PAX1,0,7,2,1,1,3
PAX2,129,217,274,201,248,174
PAX3,415,465,399,417,408,413
PAX4,0,0,1,0,1,0
PAX5,22,45,38,39,18,18
PAX6,501,773,693,666,685,619
PAX6-AS1,3,9,5,7,7,8
PAX7,3,9,19,12,14,10
PAX8,0,1,0,0,0,0
PAX8-AS1,0,1,0,1,0,0
PAX9,87,136,89,95,148,97
PAXBP1,1675,2393,1978,1991,1741,1885
PAXBP1-AS1,105,125,150,124,104,133
PAXIP1,1011,1412,1587,1355,1238,1188
PAXIP1-AS2,316,320,322,336,246,283
PAXIP1-DT,144,222,189,180,199,210
PAXX,977,1214,1167,1065,1487,1057
PBDC1,397,558,405,349,406,518
PBK,406,513,462,448,438,459
PBLD,117,145,112,110,118,139
PBOV1,0,0,0,0,0,1
PBRM1,1235,1498,1643,1646,1096,1154
PBX1,914,1378,1138,1189,1209,968
PBX1-AS1,0,0,0,1,0,6
PBX2,1837,2839,2558,1996,2254,2200
PBX3,457,632,580,551,525,610
PBX3-DT,1,5,7,2,0,2
PBX4,93,179,175,99,152,145
PBXIP1,161,274,274,216,222,196
PC,456,691,572,610,701,539
PCA3,0,0,0,0,0,0
PCARE,0,0,0,0,7,1
PCAT1,0,1,1,0,0,1
PCAT14,0,0,0,0,0,0
PCAT18,0,0,0,0,0,0
PCAT19,0,0,0,0,2,1
PCAT2,0,0,0,0,0,0
PCAT29,0,1,2,0,1,0
PCAT4,0,0,0,0,0,0
PCAT5,0,0,0,0,0,0
PCAT6,22,42,6,22,12,15
PCAT7,3,6,11,2,16,5
PCBD1,529,911,833,761,776,618
PCBD2,62,130,132,119,125,130
PCBP1,5901,8390,7554,6934,7490,6302
PCBP1-AS1,1,5,1,4,4,3
PCBP2,9580,13562,11436,10687,12459,11265
PCBP2-OT1,6,3,10,6,18,13
PCBP3,47,61,78,73,102,56
PCBP3-AS1,0,1,0,1,0,0
PCBP4,690,1038,896,788,1028,897
PCCA,280,377,326,271,294,302
PCCA-AS1,0,0,0,1,0,1
PCCA-DT,60,84,63,58,90,101
PCCB,790,972,1070,808,925,858
PCDH1,51,76,111,65,64,67
PCDH10,337,524,476,426,450,415
PCDH10-DT,11,17,7,6,5,7
PCDH11X,0,0,0,0,0,0
PCDH11Y,0,0,0,0,0,0
PCDH12,1,17,6,11,9,12
PCDH15,4,20,5,3,4,6
PCDH17,71,106,65,88,80,79
PCDH18,34,81,63,50,89,83
PCDH19,36,61,38,46,39,60
PCDH20,15,48,23,28,32,26
PCDH7,256,399,434,441,414,357
PCDH8,9,21,14,24,19,18
PCDH9,617,994,799,840,847,865
PCDH9-AS2,0,0,0,1,0,0
PCDH9-AS3,0,0,0,0,0,0
PCDH9-AS4,0,0,1,0,0,0
PCDHA1,2,1,2,0,1,0
PCDHA10,3,7,3,11,14,0
PCDHA11,1,0,0,6,0,0
PCDHA12,0,0,0,2,0,1
PCDHA13,0,0,0,2,0,1
PCDHA2,0,0,1,0,0,0
PCDHA3,0,0,1,0,0,1
PCDHA4,0,0,0,0,0,0
PCDHA5,0,0,0,0,0,0
PCDHA6,0,2,0,0,0,0
PCDHA7,0,1,0,0,0,0
PCDHA8,0,0,0,0,0,0
PCDHA9,0,0,1,0,0,1
PCDHAC1,0,1,0,0,0,0
PCDHAC2,0,0,0,0,0,0
PCDHACT,0,0,0,0,0,0
PCDHB1,0,1,0,4,0,0
PCDHB1-AS1,0,0,0,0,0,0
PCDHB10,0,1,1,0,2,0
PCDHB11,0,2,0,3,2,0
PCDHB12,3,5,3,4,6,3
PCDHB13,2,11,11,7,8,4
PCDHB14,1,4,12,9,5,4
PCDHB15,16,15,9,5,15,28
PCDHB16,2,0,1,2,4,0
PCDHB17P,0,4,0,1,0,0
PCDHB18P,1,5,5,0,5,5
PCDHB19P,10,16,9,8,15,19
PCDHB2,9,2,2,8,5,6
PCDHB3,0,0,0,0,1,5
PCDHB4,0,0,2,0,0,0
PCDHB5,0,1,0,0,4,0
PCDHB6,0,0,0,2,0,0
PCDHB7,0,15,0,0,2,0
PCDHB8,2,2,0,0,1,8
PCDHB9,1,0,0,0,0,1
PCDHGA1,6,2,8,0,6,5
PCDHGA10,1,1,1,0,0,0
PCDHGA11,21,44,36,38,32,25
PCDHGA12,1,9,0,1,0,1
PCDHGA2,2,0,2,0,0,1
PCDHGA3,0,0,1,0,0,0
PCDHGA4,0,0,0,0,0,0
PCDHGA5,0,0,0,0,1,1
PCDHGA6,1,0,5,2,5,0
PCDHGA7,0,3,2,0,10,4
PCDHGA8,0,0,0,0,0,1
PCDHGA9,1,0,2,4,0,1
PCDHGB1,1,0,0,0,2,1
PCDHGB2,0,0,0,1,0,1
PCDHGB3,0,1,0,1,1,0
PCDHGB4,4,5,2,0,0,1
PCDHGB5,0,0,0,1,4,0
PCDHGB6,0,16,0,0,2,2
PCDHGB7,4,0,2,0,0,1
PCDHGB8P,0,0,1,0,0,6
PCDHGC3,39,37,58,50,33,36
PCDHGC4,2,22,11,18,13,7
PCDHGC5,0,0,2,0,0,1
PCED1A,1305,2095,1829,1658,2311,1844
PCED1B,1,0,2,2,9,3
PCED1B-AS1,0,0,0,0,0,0
PCF11,984,1269,1375,1358,1054,1164
PCF11-AS1,48,66,48,46,40,48
PCGEM1,0,0,0,0,0,0
PCGF1,395,583,508,478,559,552
PCGF2,512,770,683,571,650,650
PCGF3,1000,1466,1269,1235,1180,1150
PCGF3-AS1,220,370,272,299,313,276
PCGF5,394,495,478,428,390,324
PCGF6,1133,1403,1075,1269,1145,1127
PCID2,729,928,839,823,842,787
PCIF1,454,650,727,635,610,519
PCK1,4,5,19,23,10,2
PCK2,1152,1587,1317,1132,1568,1197
PCLAF,616,726,548,579,682,633
PCLO,309,445,422,355,380,351
PCM1,1458,2295,2240,2167,1472,1509
PCMT1,2325,3244,3071,2878,2923,2689
PCMTD1,185,238,194,200,202,156
PCMTD2,450,509,445,582,384,426
PCNA,5216,7488,5844,5910,6101,5686
PCNA-AS1,2244,3422,2949,2443,3338,3025
PCNAP1,0,0,0,0,0,0
PCNP,2354,3139,2493,2382,2423,2270
PCNT,2453,3887,5877,5432,3307,3149
PCNX1,1108,1641,1770,1746,1163,1110
PCNX2,1059,1506,1093,968,1193,1215
PCNX3,1323,1945,2128,1655,2074,1442
PCNX4,652,844,784,982,701,702
PCNX4-DT,0,3,5,1,0,2
PCOLCE,74,177,185,103,182,137
PCOLCE-AS1,5,33,34,26,16,41
PCOLCE2,205,245,248,239,184,183
PCOTH,8,4,6,14,6,17
PCP2,21,53,27,16,34,29
PCP4,0,0,2,0,0,0
PCP4L1,11,13,8,12,5,8
PCSEAT,0,0,0,0,0,0
PCSK1,10,2,11,12,8,6
PCSK1N,347,444,524,422,425,322
PCSK2,1,7,3,2,5,1
PCSK4,67,113,61,99,153,89
PCSK5,146,183,260,269,227,265
PCSK6,704,1090,1526,1226,895,820
PCSK6-AS1,31,62,22,34,46,56
PCSK7,946,1506,1391,1199,1368,1220
PCSK9,30,48,13,15,52,34
PCTP,229,354,356,291,289,263
PCYOX1,416,619,572,557,368,529
PCYOX1L,135,229,197,142,143,149
PCYT1A,945,1107,1024,1005,1016,976
PCYT1B,39,42,59,29,39,42
PCYT1B-AS1,0,0,0,0,0,0
PCYT2,494,693,711,714,697,620
PDAP1,4510,5819,4981,4521,5232,4963
PDC,4,2,1,5,6,7
PDC-AS1,12,24,18,13,10,26
PDCD1,0,0,0,0,0,2
PDCD10,331,530,476,412,351,481
PDCD11,2567,3463,4950,4543,3358,3241
PDCD1LG2,0,0,0,0,0,0
PDCD2,1235,1671,1738,1532,1480,1304
PDCD2L,375,581,575,492,586,502
PDCD4,1035,1583,1617,1353,1109,1380
PDCD4-AS1,58,85,78,53,54,83
PDCD5,991,1456,1333,1132,1187,1236
PDCD6,641,848,809,732,732,684
PDCD6-AHRR,4,5,2,1,1,2
PDCD6-DT,5,7,6,3,5,6
PDCD6IP,2947,3995,3822,3572,3434,3326
PDCD6IP-DT,249,414,400,398,384,338
PDCD6IPP2,24,26,26,29,39,35
PDCD6P1,77,119,118,86,113,108
PDCD7,572,848,665,612,760,626
PDCL,454,532,517,442,570,476
PDCL2,2,0,0,0,0,0
PDCL3,255,460,518,383,329,338
PDCL3P4,70,167,126,109,133,147
PDE10A,145,185,172,224,165,173
PDE11A,105,129,93,108,100,122
PDE11A-AS1,0,6,1,3,2,5
PDE12,1058,1380,1201,1137,1325,1046
PDE1A,7,4,1,3,9,5
PDE1B,27,22,57,47,26,13
PDE1C,1,4,2,0,0,2
PDE2A,28,45,19,25,19,17
PDE2A-AS1,0,2,0,0,0,0
PDE2A-AS2,3,2,1,2,0,1
PDE3A,4,7,6,2,3,2
PDE3B,230,326,355,257,224,283
PDE4A,210,237,198,194,269,203
PDE4B,31,37,34,14,20,42
PDE4B-AS1,0,0,0,0,0,0
PDE4C,242,520,220,199,336,336
PDE4D,132,174,152,181,186,178
PDE4DIP,693,997,1063,997,826,760
PDE4DIPP1,9,10,5,9,13,16
PDE4DIPP2,215,249,228,279,239,162
PDE4DIPP3,1,2,0,0,1,1
PDE4DIPP4,0,0,0,0,0,2
PDE4DIPP5,5,10,7,13,11,6
PDE4DIPP6,93,81,44,46,88,92
PDE4DIPP7,2,13,7,2,7,7
PDE5A,245,301,299,324,248,229
PDE6A,1,4,2,0,1,0
PDE6B,2,0,8,7,2,2
PDE6B-AS1,0,0,0,0,0,0
PDE6C,5,15,5,14,4,9
PDE6D,322,499,434,399,391,381
PDE6G,10,13,18,14,12,17
PDE6H,8,5,7,1,11,5
PDE7A,445,653,515,610,486,538
PDE7B,6,13,11,8,6,19
PDE8A,441,597,808,637,512,528
PDE8B,52,83,65,58,44,53
PDE9A,225,362,349,302,323,296
PDE9A-AS1,0,2,6,0,0,0
PDF,206,333,258,248,364,260
PDGFA,76,62,96,105,51,50
PDGFA-DT,10,12,6,9,5,2
PDGFB,6,10,9,5,9,7
PDGFC,211,404,277,319,306,311
PDGFD,0,0,0,0,0,0
PDGFRA,17,29,17,23,10,12
PDGFRB,317,497,253,210,420,348
PDGFRL,42,52,45,48,46,54
PDHA1,1989,2826,2756,2392,2530,2315
PDHA2,0,0,0,0,0,0
PDHB,1545,2120,1992,1739,1656,1729
PDHX,592,826,758,729,667,738
PDIA2,135,214,232,187,261,154
PDIA3,2597,3636,3911,3534,2931,2865
PDIA3P1,132,221,234,200,124,154
PDIA4,3173,4526,4823,4384,3738,3486
PDIA5,195,292,370,329,230,233
PDIA6,3048,4377,4420,3870,3440,3493
PDIK1L,254,310,277,378,281,221
PDILT,0,0,0,0,0,0
PDK1,326,577,574,456,446,501
PDK2,257,491,469,327,380,388
PDK3,414,548,692,531,433,492
PDK4,4,12,19,6,26,13
PDK4-AS1,0,0,1,0,0,1
PDLIM1,1850,2534,2250,1814,1963,1677
PDLIM2,106,176,127,125,173,137
PDLIM3,336,507,471,479,399,415
PDLIM4,51,88,101,35,98,72
PDLIM5,530,811,746,708,616,516
PDLIM7,733,1014,1266,1021,1275,1010
PDP1,347,499,324,339,432,395
PDP2,410,536,450,442,504,441
PDPK1,935,1404,1715,1554,1096,1048
PDPN,236,443,432,330,346,335
PDPR,30,46,46,35,49,21
PDPR2P,64,120,108,69,89,104
PDRG1,1614,2313,1742,1616,2039,2009
PDS5A,1304,1655,1540,1636,1072,1276
PDS5B,630,943,844,781,695,634
PDS5B-DT,1,0,0,0,4,0
PDSS1,509,655,628,592,498,584
PDSS2,306,329,312,367,320,302
PDX1,96,85,103,51,89,73
PDXDC1,1723,2298,2390,2072,1760,1674
PDXDC2P-NPIPB14P,501,753,748,663,602,541
PDXK,1435,2179,2375,1911,2159,1876
PDXP,1080,1522,1743,1341,1536,1445
PDXP-DT,120,172,198,172,174,173
PDYN,2,2,2,2,6,10
PDYN-AS1,0,0,0,0,0,0
PDZD11,392,633,477,428,522,420
PDZD2,15,30,52,61,35,21
PDZD3,4,0,1,0,4,0
PDZD4,174,238,357,309,245,262
PDZD7,89,120,117,94,79,85
PDZD8,1232,1717,1453,1526,1218,1289
PDZD9,0,8,3,0,4,6
PDZK1,116,158,118,130,111,111
PDZK1IP1,1,1,2,0,0,2
PDZK1P1,6,17,9,14,11,8
PDZRN3,153,167,228,179,161,177
PDZRN3-AS1,0,0,0,0,0,7
PDZRN4,0,0,0,0,1,0
PEA15,2659,3642,3557,3289,2480,2225
PEAK1,634,1019,940,859,869,926
PEAK3,4,19,21,20,18,18
PEAR1,22,23,12,14,39,16
PEBP1,2462,3402,3351,3032,3066,2701
PEBP4,0,6,0,1,0,0
PECAM1,13,9,11,18,13,6
PECR,110,161,123,117,111,134
PEDS1,243,425,423,376,331,311
PEDS1-UBE2V1,0,0,0,0,0,0
PEF1,3329,4510,4097,3630,4083,3671
PEF1-AS1,193,220,223,190,247,202
PEG10,10,26,16,10,7,10
PEG13,2,12,5,2,1,1
PEG3,0,0,0,0,0,0
PEG3-AS1,0,0,0,0,0,0
PELATON,0,0,0,0,1,0
PELI1,404,657,525,606,514,599
PELI2,273,360,391,333,236,207
PELI3,120,196,250,178,205,167
PELO,498,752,627,629,634,645
PELP1,3264,5030,4611,4108,4897,3876
PELP1-DT,6,23,9,10,8,6
PEMT,282,398,432,379,449,303
PENK,0,0,0,0,0,0
PENK-AS1,1,0,0,0,4,1
PEPD,914,1394,1436,1344,1380,1099
PER1,1095,1681,1545,1351,1840,1345
PER2,324,540,637,612,536,489
PER3,82,105,157,152,66,82
PER3P1,0,0,0,0,0,0
PERCC1,1,5,2,1,1,1
PERM1,13,24,11,9,20,1
PERP,878,1223,1154,1017,852,932
PES1,5340,7508,7614,6810,6485,6149
PET100,188,236,246,188,239,217
PET117,1,8,0,3,1,0
PEX1,578,964,925,795,674,732
PEX10,807,1025,1110,890,985,912
PEX11A,213,249,232,223,215,240
PEX11B,370,565,505,470,502,398
PEX11G,27,41,34,26,34,21
PEX12,131,141,125,157,106,130
PEX13,510,681,526,474,626,523
PEX14,639,1021,899,790,926,779
PEX16,758,1203,841,759,1250,1063
PEX19,1174,1704,1680,1487,1493,1464
PEX2,203,304,253,223,181,222
PEX26,898,1356,1343,1280,1176,1052
PEX3,329,451,391,456,404,370
PEX5,623,840,1014,799,828,802
PEX5L,5,8,12,9,9,2
PEX5L-AS2,0,0,0,0,0,0
PEX6,297,393,439,441,336,377
PEX7,140,265,238,172,270,216
PF4,0,0,0,1,0,2
PF4V1,0,0,0,0,0,0
PFAS,2083,3047,3437,3158,3061,2676
PFDN1,1677,2269,1480,1487,1899,1936
PFDN2,1087,1546,1432,1130,1533,1295
PFDN4,265,294,219,377,290,282
PFDN5,1192,1674,1719,1418,1623,1539
PFDN6,542,620,811,626,645,656
PFKFB1,3,7,5,17,12,4
PFKFB2,279,452,441,393,310,409
PFKFB3,696,1073,1271,1087,1088,869
PFKFB4,95,198,269,120,181,135
PFKL,2824,4248,4119,3596,4186,3479
PFKM,1362,1949,2041,1943,1722,1630
PFKP,578,872,1185,813,911,861
PFKP-DT,3,2,3,0,6,0
PFN1,6667,9797,9710,7722,10421,8530
PFN1P2,12,23,33,15,6,14
PFN2,1570,1976,2130,1891,1701,1640
PFN3,0,0,0,1,0,0
PFN4,10,9,5,9,5,5
PFN5P,0,0,0,0,0,0
PGA3,1,0,0,0,0,1
PGA4,0,0,0,0,0,0
PGA5,0,0,0,2,1,2
PGAM1,6211,9241,10355,8274,8547,7306
PGAM1P5,0,1,1,0,0,0
PGAM2,96,125,108,129,147,157
PGAM4,1,9,10,0,3,4
PGAM5,2015,2686,2875,2713,2583,2155
PGAP1,465,686,569,609,491,572
PGAP2,268,384,451,347,368,265
PGAP3,90,151,192,149,163,126
PGAP4,228,387,383,250,327,294
PGAP6,1049,1497,1564,1267,1447,1075
PGBD1,513,652,560,492,483,585
PGBD2,80,78,90,99,74,82
PGBD3,1,0,0,0,0,0
PGBD4,114,138,120,96,113,111
PGBD5,412,739,767,714,477,440
PGBP,5,8,8,8,5,7
PGC,4,7,2,3,8,6
PGD,2509,3631,3844,3071,3167,3164
PGF,999,1554,855,791,1567,1139
PGGHG,619,693,805,592,702,753
PGGT1B,312,375,312,372,393,344
PGK1,4706,7487,8059,6093,5668,5851
PGK2,0,0,0,0,0,0
PGLS,494,636,641,487,819,524
PGLS-DT,172,219,212,199,290,207
PGLYRP1,2,5,6,9,11,6
PGLYRP2,0,0,0,0,0,0
PGLYRP3,0,0,0,0,0,0
PGLYRP4,0,0,0,0,0,0
PGM1,961,1334,1609,1340,1177,1189
PGM2,365,504,501,455,352,371
PGM2L1,93,163,137,97,139,109
PGM3,725,1031,1014,971,853,841
PGM5,16,26,17,30,13,14
PGM5-AS1,0,0,0,0,0,0
PGM5P2,11,14,12,13,18,9
PGM5P3-AS1,0,0,0,0,0,0
PGM5P4,0,0,0,0,0,2
PGM5P4-AS1,0,0,0,0,0,0
PGP,856,1200,1342,1194,1285,1117
PGPEP1,185,274,234,160,262,242
PGPEP1L,8,7,9,17,10,5
PGR,5,0,0,0,0,0
PGR-AS1,0,0,0,0,0,0
PGRMC1,2807,3795,3670,3285,3336,2887
PGRMC2,584,773,777,831,586,536
PGS1,944,1463,1204,1045,1230,1070
PHACTR1,23,24,43,33,33,25
PHACTR2,342,456,480,494,343,367
PHACTR2-AS1,0,0,0,0,2,8
PHACTR3,20,15,24,27,18,20
PHACTR3-AS1,0,0,0,0,0,0
PHACTR4,1510,2499,1915,1869,1713,1873
PHAF1,355,425,496,409,473,402
PHAX,872,1195,906,1078,1038,1057
PHB1,3383,5416,5536,5082,4756,4255
PHB2,5150,6815,7155,6523,5769,5338
PHC1,639,1081,1004,798,735,799
PHC2,1628,2190,2362,2070,1899,1699
PHC2-AS1,1,5,3,4,1,3
PHC3,903,1401,1099,1154,1182,1051
PHETA1,176,251,284,193,258,196
PHETA2,2,4,6,9,4,5
PHEX,1,3,6,2,5,4
PHEX-AS1,0,1,0,0,0,1
PHF1,625,885,828,663,808,692
PHF10,1153,1612,1596,1587,1192,1230
PHF11,0,2,1,9,1,0
PHF12,851,1132,1099,930,1018,881
PHF13,810,1117,1063,1045,895,814
PHF14,716,926,999,931,717,710
PHF19,317,596,706,487,492,421
PHF2,686,962,1243,1112,861,781
PHF20,558,861,957,920,594,626
PHF20L1,778,979,933,970,788,825
PHF21A,862,1422,1152,1073,1103,1134
PHF21B,457,689,888,848,538,471
PHF23,1388,2167,1899,1625,1817,1604
PHF24,69,153,135,116,128,124
PHF3,1231,1718,1523,1458,1307,1301
PHF5A,1110,1577,1289,1208,1530,1367
PHF6,1213,1838,1498,1610,1272,1360
PHF7,72,125,100,93,76,76
PHF8,2788,3509,4089,3775,3547,3168
PHGDH,13838,18023,16272,15209,16434,14096
PHGR1,0,0,0,0,0,0
PHIP,1270,2103,1659,1797,1255,1383
PHKA1,597,965,936,788,606,662
PHKA1-AS1,0,1,1,1,0,0
PHKA2,513,675,915,850,696,586
PHKA2-AS1,125,168,200,184,154,148
PHKB,594,667,766,611,442,498
PHKG1,247,352,303,323,343,302
PHKG2,1956,2682,2539,2200,3054,2519
PHLDA1,40,68,52,28,45,56
PHLDA2,55,63,60,55,65,59
